"País de nacimiento Agresor","Suicidio","Convivencia","Denuncia agresor","Tramo de edad Agresor","Tramo de edad Víctima","Comunidad autónoma","Pareja - Expareja","Año","Mes","Número de mujeres víctimas mortales","Número de hijos e hijas menores huérfanos"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Andalucía","Pareja","Año 2006","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Andalucía","Pareja","Año 2010","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Principado de Asturias","Pareja","Año 2016","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Cataluña","Pareja","Año 2010","Febrero","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Comunitat Valenciana","Pareja","Año 2013","Marzo","1.0","1.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja","Año 2023","Junio","1.0","1.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","País Vasco","Pareja","Año 2007","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","31-40 años","País Vasco","Pareja","Año 2010","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2018","Septiembre","1.0","2.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Andalucía","Pareja","Año 2020","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Andalucía","Pareja en fase de separación","Año 2006","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2010","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Castilla-La Mancha","Pareja","Año 2023","Septiembre","1.0","2.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2014","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Cataluña","Pareja","Año 2014","Febrero","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2008","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Comunitat Valenciana","Pareja","Año 2009","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","Comunidad de Madrid","Expareja","Año 2011","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","41-50 años","País Vasco","Pareja","Año 2009","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","41-50 años","51-60 años","País Vasco","Pareja","Año 2016","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","31-40 años","Castilla-La Mancha","Expareja","Año 2021","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","31-40 años","Castilla-La Mancha","Pareja en fase de separación","Año 2022","Diciembre","1.0","2.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","31-40 años","Comunidad de Madrid","Pareja","Año 2011","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2015","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2018","Septiembre","1.0","3.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","51-60 años","Illes Balears","Pareja","Año 2012","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","51-60 años","Illes Balears","Pareja","Año 2020","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2020","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","41-50 años","Canarias","Pareja en fase de separación","Año 2018","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","51-60 años","Andalucía","Pareja","Año 2023","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","51-60 años","Canarias","Pareja","Año 2016","Mayo","1.0","2.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","51-60 años","Comunitat Valenciana","Pareja","Año 2020","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","51-60 años","Comunidad de Madrid","Pareja","Año 2017","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","61-70 años","Comunidad de Madrid","Pareja","Año 2008","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","61-70 años","Comunidad de Madrid","Pareja","Año 2022","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","61-70 años","Comunidad de Madrid","Pareja en fase de separación","Año 2006","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","71-84 años","Canarias","Pareja","Año 2007","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","61-70 años","71-84 años","Canarias","Pareja","Año 2020","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","71-84 años","61-70 años","Canarias","Pareja en fase de separación","Año 2008","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","Había denuncia","71-84 años","71-84 años","Cantabria","Pareja","Año 2007","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","18-20 años","Andalucía","Pareja","Año 2004","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","18-20 años","Andalucía","Pareja","Año 2005","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","18-20 años","Andalucía","Pareja","Año 2005","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","21-30 años","Andalucía","Pareja","Año 2005","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","21-30 años","Aragón","Pareja en fase de separación","Año 2004","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","21-30 años","21-30 años","Canarias","Pareja","Año 2003","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","21-30 años","Canarias","Pareja","Año 2005","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Canarias","Pareja en fase de separación","Año 2003","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Cantabria","Pareja en fase de separación","Año 2004","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Castilla y León","Pareja","Año 2004","Septiembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Cataluña","Pareja","Año 2004","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja","Año 2005","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2003","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Extremadura","Pareja en fase de separación","Año 2003","Octubre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","31-40 años","Ceuta","Pareja en fase de separación","Año 2003","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","31-40 años","No consta","Cataluña","Pareja en fase de separación","Año 2003","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","31-40 años","Comunidad de Madrid","Pareja","Año 2003","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","31-40 años","País Vasco","Pareja","Año 2005","Octubre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","31-40 años","Melilla","Pareja","Año 2005","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","41-50 años","Illes Balears","Pareja","Año 2005","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","41-50 años","Canarias","Pareja","Año 2005","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","41-50 años","Castilla y León","Pareja","Año 2003","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","41-50 años","Galicia","Pareja","Año 2003","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","41-50 años","41-50 años","Comunidad de Madrid","Pareja en fase de separación","Año 2004","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","51-60 años","41-50 años","Andalucía","Pareja","Año 2003","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","51-60 años","51-60 años","Andalucía","Pareja","Año 2004","Octubre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","51-60 años","51-60 años","Cataluña","Pareja","Año 2004","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","51-60 años","51-60 años","Comunitat Valenciana","Pareja","Año 2004","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","51-60 años","51-60 años","País Vasco","Pareja en fase de separación","Año 2004","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","51-60 años","Andalucía","Pareja","Año 2004","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","Cataluña","Pareja","Año 2003","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","Comunitat Valenciana","Pareja","Año 2004","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","Galicia","Pareja","Año 2003","Febrero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","Comunidad de Madrid","Pareja","Año 2003","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","61-70 años","La Rioja","Pareja","Año 2004","Octubre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","71-84 años","Andalucía","Pareja","Año 2003","Febrero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","61-70 años","71-84 años","Galicia","Pareja","Año 2005","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","71-84 años","61-70 años","Comunidad de Madrid","Pareja en fase de separación","Año 2004","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","71-84 años","71-84 años","Andalucía","Pareja","Año 2005","Septiembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","71-84 años","71-84 años","Castilla y León","Pareja","Año 2004","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","71-84 años","71-84 años","Extremadura","Pareja","Año 2004","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","71-84 años","71-84 años","Extremadura","Pareja","Año 2004","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia",">=85 años",">=85 años","Andalucía","Pareja","Año 2003","Septiembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia",">=85 años",">=85 años","Cataluña","Pareja","Año 2004","Septiembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Aragón","Pareja en fase de separación","Año 2003","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Castilla-La Mancha","Pareja en fase de separación","Año 2003","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Cataluña","Pareja","Año 2003","Febrero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","21-30 años","Comunitat Valenciana","Pareja en fase de separación","Año 2003","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Andalucía","Pareja","Año 2003","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Aragón","Pareja","Año 2003","Junio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Illes Balears","Pareja en fase de separación","Año 2003","Noviembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Canarias","Pareja","Año 2003","Enero","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Canarias","Pareja","Año 2004","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Castilla y León","Pareja","Año 2005","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Cataluña","Pareja","Año 2003","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Cataluña","Pareja","Año 2004","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Cataluña","Pareja en fase de separación","Año 2004","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","31-40 años","Comunitat Valenciana","Pareja en fase de separación","Año 2004","Agosto","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","41-50 años","Andalucía","Pareja en fase de separación","Año 2004","Marzo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","41-50 años","Castilla-La Mancha","Pareja en fase de separación","Año 2003","Mayo","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","41-50 años","Cataluña","Pareja","Año 2003","Abril","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","41-50 años","Comunidad de Madrid","Pareja en fase de separación","Año 2003","Julio","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","51-60 años","Cataluña","Pareja","Año 2004","Diciembre","1.0","0.0"
"España","No hubo tentativa","Sí","No consta denuncia","No consta","51-60 años","Cataluña","Pareja","Año 2005","Julio","1.0","0.0"
