,pais_nac_agresor,suicidio,convivencia,edad_agresor,edad_victima,comunidad_autonoma,estado,año,mes,n_victimas_mortales,hijos_huerfanos
956,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Andalucía,Pareja,2010,Noviembre,1.0,0.0
957,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Illes Balears,Pareja,2018,Junio,1.0,0.0
958,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Illes Balears,Pareja en fase de separación,2007,Enero,1.0,0.0
959,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2006,Mayo,1.0,0.0
960,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Cataluña,Pareja,2022,Diciembre,1.0,5.0
961,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja en fase de separación,2009,Mayo,1.0,0.0
962,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2006,Febrero,1.0,0.0
963,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2007,Julio,1.0,0.0
964,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Andalucía,Pareja,2018,Marzo,1.0,1.0
965,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Castilla y León,Pareja,2016,Abril,1.0,0.0
966,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Castilla-La Mancha,Pareja,2022,Mayo,1.0,3.0
967,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Cataluña,Pareja,2011,Febrero,1.0,0.0
968,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2019,Mayo,1.0,0.0
969,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Comunidad de Madrid,Pareja en fase de separación,2016,Enero,1.0,0.0
970,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Región de Murcia,Pareja,2007,Junio,1.0,0.0
971,Otro país,No hubo tentativa,Sí,31-40 años,41-50 años,Región de Murcia,Pareja,2019,Mayo,1.0,0.0
972,Otro país,No hubo tentativa,Sí,41-50 años,18-20 años,Comunidad de Madrid,Pareja,2022,Agosto,1.0,0.0
973,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Cataluña,Pareja,2007,Noviembre,1.0,0.0
974,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Cataluña,Pareja,2014,Octubre,1.0,2.0
975,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Extremadura,Pareja,2022,Noviembre,1.0,2.0
976,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Andalucía,Pareja,2006,Septiembre,1.0,0.0
977,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Castilla y León,Pareja,2014,Diciembre,1.0,4.0
978,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Castilla-La Mancha,Pareja,2010,Julio,1.0,0.0
979,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Castilla-La Mancha,Pareja,2017,Enero,1.0,1.0
980,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja,2019,Septiembre,1.0,2.0
981,Otro país,No hubo tentativa,Sí,41-50 años,31-40 años,Comunidad Foral de Navarra,Pareja,2018,Agosto,1.0,0.0
982,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Andalucía,Expareja,2022,Abril,1.0,0.0
983,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunitat Valenciana,Pareja en fase de separación,2013,Octubre,1.0,1.0
984,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Comunidad de Madrid,Pareja,2018,Julio,1.0,0.0
985,Otro país,No hubo tentativa,Sí,41-50 años,51-60 años,Castilla y León,Pareja,2022,Agosto,1.0,0.0
986,Otro país,No hubo tentativa,Sí,41-50 años,51-60 años,Comunitat Valenciana,Pareja en fase de separación,2010,Abril,1.0,0.0
987,Otro país,No hubo tentativa,Sí,51-60 años,31-40 años,Cataluña,Pareja,2014,Noviembre,1.0,3.0
988,Otro país,No hubo tentativa,Sí,51-60 años,31-40 años,Comunitat Valenciana,Pareja,2020,Febrero,1.0,1.0
989,Otro país,No hubo tentativa,Sí,51-60 años,51-60 años,Canarias,Pareja,2019,Febrero,1.0,0.0
990,Otro país,No hubo tentativa,Sí,51-60 años,51-60 años,Cataluña,Pareja,2008,Diciembre,1.0,0.0
991,Otro país,No hubo tentativa,Sí,61-70 años,41-50 años,Melilla,Pareja,2007,Julio,1.0,0.0
992,Otro país,No hubo tentativa,Sí,61-70 años,51-60 años,Región de Murcia,Pareja,2022,Diciembre,1.0,0.0
993,Otro país,No hubo tentativa,Sí,71-84 años,61-70 años,Andalucía,Pareja,2022,Noviembre,1.0,0.0
994,Otro país,No hubo tentativa,Sí,21-30 años,18-20 años,Cataluña,Pareja,2004,Septiembre,1.0,0.0
995,Otro país,No hubo tentativa,Sí,21-30 años,41-50 años,Comunitat Valenciana,Pareja,2004,Octubre,1.0,0.0
996,Otro país,No hubo tentativa,Sí,21-30 años,No consta,Castilla-La Mancha,Pareja,2004,Diciembre,1.0,0.0
997,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2004,Marzo,1.0,0.0
998,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Andalucía,Pareja,2004,Abril,1.0,0.0
999,Otro país,No hubo tentativa,Sí,31-40 años,21-30 años,Comunidad de Madrid,Pareja en fase de separación,2004,Febrero,1.0,0.0
1000,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2005,Junio,1.0,0.0
1001,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2005,Julio,1.0,0.0
1002,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,Región de Murcia,Pareja en fase de separación,2004,Julio,1.0,0.0
1003,Otro país,No hubo tentativa,Sí,31-40 años,31-40 años,La Rioja,Pareja,2003,Enero,1.0,0.0
1004,Otro país,No hubo tentativa,Sí,41-50 años,21-30 años,Comunidad de Madrid,Pareja,2003,Diciembre,1.0,0.0
1005,Otro país,No hubo tentativa,Sí,41-50 años,41-50 años,Región de Murcia,Pareja,2004,Octubre,1.0,0.0
1006,Otro país,No hubo tentativa,Sí,51-60 años,41-50 años,Cataluña,Pareja,2005,Junio,1.0,0.0
1007,Otro país,No hubo tentativa,Sí,61-70 años,61-70 años,Illes Balears,Pareja,2005,Marzo,1.0,0.0
1008,Otro país,No hubo tentativa,Sí,No consta,21-30 años,Castilla-La Mancha,Pareja,2004,Mayo,1.0,0.0
1009,Otro país,No hubo tentativa,Sí,No consta,31-40 años,Cataluña,Pareja,2003,Mayo,1.0,0.0
1010,Otro país,No hubo tentativa,Sí,No consta,31-40 años,Región de Murcia,Pareja,2005,Febrero,1.0,0.0
1011,Otro país,No hubo tentativa,Sí,No consta,41-50 años,Cataluña,Pareja,2005,Noviembre,1.0,0.0
1012,Otro país,No hubo tentativa,Sí,No consta,No consta,Comunitat Valenciana,Pareja,2005,Agosto,1.0,0.0
1013,Otro país,No hubo tentativa,No,18-20 años,<16 años,Cataluña,Expareja,2013,Octubre,1.0,0.0
1014,Otro país,No hubo tentativa,No,18-20 años,16-17 años,Comunidad de Madrid,Expareja,2010,Noviembre,1.0,0.0
1015,Otro país,No hubo tentativa,No,18-20 años,18-20 años,Castilla y León,Pareja,2008,Agosto,1.0,0.0
1016,Otro país,No hubo tentativa,No,18-20 años,21-30 años,Comunidad de Madrid,Pareja,2014,Enero,1.0,0.0
1017,Otro país,No hubo tentativa,No,21-30 años,16-17 años,Andalucía,Expareja,2021,Junio,1.0,1.0
1018,Otro país,No hubo tentativa,No,21-30 años,16-17 años,Comunitat Valenciana,Pareja,2008,Abril,1.0,0.0
1019,Otro país,No hubo tentativa,No,21-30 años,18-20 años,Cataluña,Expareja,2009,Mayo,1.0,0.0
1020,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Expareja,2009,Octubre,1.0,0.0
1021,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Pareja,2007,Octubre,1.0,0.0
1022,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Canarias,Pareja,2008,Diciembre,1.0,0.0
1023,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Cantabria,Pareja en fase de separación,2019,Enero,1.0,1.0
1024,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Cataluña,Expareja,2011,Febrero,1.0,0.0
1025,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Comunidad Foral de Navarra,Expareja,2011,Abril,1.0,0.0
1026,Otro país,No hubo tentativa,No,21-30 años,31-40 años,Cataluña,Expareja,2006,Agosto,1.0,0.0
1027,Otro país,No hubo tentativa,No,21-30 años,31-40 años,Cataluña,Expareja,2009,Junio,1.0,0.0
1028,Otro país,No hubo tentativa,No,21-30 años,31-40 años,Extremadura,Expareja,2006,Mayo,1.0,0.0
1029,Otro país,No hubo tentativa,No,31-40 años,18-20 años,Cataluña,Expareja,2008,Agosto,1.0,0.0
1030,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Expareja,2013,Octubre,1.0,0.0
1031,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Pareja en fase de separación,2006,Octubre,1.0,0.0
1032,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Canarias,Pareja,2010,Julio,1.0,0.0
1033,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Castilla-La Mancha,Pareja,2012,Agosto,1.0,0.0
1034,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2007,Abril,1.0,0.0
1035,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2007,Octubre,1.0,0.0
1036,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Expareja,2023,Abril,1.0,1.0
1037,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Pareja,2008,Octubre,1.0,0.0
1038,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2016,Junio,1.0,2.0
1039,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Canarias,Expareja,2007,Noviembre,1.0,0.0
1040,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Cataluña,Expareja,2010,Septiembre,1.0,0.0
1041,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Comunitat Valenciana,Expareja,2008,Septiembre,1.0,0.0
1042,Otro país,No hubo tentativa,No,31-40 años,31-40 años,País Vasco,Pareja en fase de separación,2009,Mayo,1.0,0.0
1043,Otro país,No hubo tentativa,No,31-40 años,41-50 años,Principado de Asturias,Expareja,2015,Julio,1.0,0.0
1044,Otro país,No hubo tentativa,No,31-40 años,41-50 años,Comunidad de Madrid,Pareja,2012,Febrero,1.0,0.0
1045,Otro país,No hubo tentativa,No,41-50 años,21-30 años,Andalucía,Expareja,2011,Febrero,1.0,0.0
1046,Otro país,No hubo tentativa,No,41-50 años,21-30 años,Cataluña,Pareja en fase de separación,2017,Junio,1.0,0.0
1047,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Galicia,Expareja,2009,Julio,1.0,0.0
1048,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Comunidad de Madrid,Expareja,2008,Julio,1.0,0.0
1049,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Comunidad de Madrid,Expareja,2018,Septiembre,1.0,1.0
1050,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Región de Murcia,Pareja en fase de separación,2018,Abril,1.0,1.0
1051,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Pareja,2018,Febrero,1.0,0.0
1052,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Aragón,Pareja en fase de separación,2010,Julio,1.0,0.0
1053,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Castilla y León,Expareja,2008,Septiembre,1.0,0.0
1054,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Cataluña,Expareja,2014,Abril,1.0,2.0
1055,Otro país,No hubo tentativa,No,41-50 años,41-50 años,País Vasco,Expareja,2014,Noviembre,1.0,0.0
1056,Otro país,No hubo tentativa,No,41-50 años,51-60 años,Cataluña,Pareja,2007,Noviembre,1.0,0.0
1057,Otro país,No hubo tentativa,No,51-60 años,31-40 años,Andalucía,Pareja,2015,Junio,1.0,0.0
1058,Otro país,No hubo tentativa,No,51-60 años,31-40 años,Comunidad de Madrid,Expareja,2014,Diciembre,1.0,0.0
1059,Otro país,No hubo tentativa,No,51-60 años,51-60 años,Castilla-La Mancha,Expareja,2007,Junio,1.0,0.0
1060,Otro país,No hubo tentativa,No,51-60 años,51-60 años,Comunitat Valenciana,Expareja,2010,Junio,1.0,0.0
1061,Otro país,No hubo tentativa,No,61-70 años,61-70 años,Andalucía,Pareja,2016,Febrero,1.0,0.0
1062,Otro país,No hubo tentativa,No,No consta,21-30 años,Castilla y León,Pareja,2006,Julio,1.0,0.0
1063,Otro país,No hubo tentativa,No,18-20 años,31-40 años,Comunidad de Madrid,Expareja,2017,Enero,1.0,0.0
1064,Otro país,No hubo tentativa,No,21-30 años,18-20 años,Illes Balears,Pareja,2016,Marzo,1.0,0.0
1065,Otro país,No hubo tentativa,No,21-30 años,18-20 años,Comunidad de Madrid,Expareja,2006,Julio,1.0,0.0
1066,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Andalucía,Expareja,2008,Septiembre,1.0,0.0
1067,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Principado de Asturias,Expareja,2010,Septiembre,1.0,0.0
1068,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Castilla y León,Pareja en fase de separación,2009,Septiembre,1.0,0.0
1069,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Cataluña,Expareja,2019,Agosto,1.0,1.0
1070,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Comunitat Valenciana,Expareja,2007,Marzo,1.0,0.0
1071,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Extremadura,Expareja,2016,Enero,1.0,1.0
1072,Otro país,No hubo tentativa,No,21-30 años,21-30 años,País Vasco,Expareja,2010,Diciembre,1.0,0.0
1073,Otro país,No hubo tentativa,No,21-30 años,31-40 años,Castilla-La Mancha,Pareja,2009,Julio,1.0,0.0
1074,Otro país,No hubo tentativa,No,21-30 años,31-40 años,Comunidad de Madrid,Expareja,2023,Septiembre,1.0,2.0
1075,Otro país,No hubo tentativa,No,31-40 años,18-20 años,Comunitat Valenciana,Expareja,2008,Abril,1.0,0.0
1076,Otro país,No hubo tentativa,No,31-40 años,18-20 años,Melilla,Expareja,2014,Diciembre,1.0,1.0
1077,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Andalucía,Expareja,2018,Julio,1.0,2.0
1078,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Cantabria,Expareja,2013,Mayo,1.0,1.0
1079,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Cataluña,Expareja,2022,Marzo,1.0,1.0
1080,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Cataluña,Pareja,2010,Octubre,1.0,0.0
1081,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Comunitat Valenciana,Expareja,2010,Abril,1.0,0.0
1082,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Galicia,Pareja en fase de separación,2016,Abril,1.0,0.0
1083,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja en fase de separación,2017,Mayo,1.0,2.0
1084,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Melilla,Expareja,2016,Julio,1.0,1.0
1085,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Castilla y León,Pareja,2018,Abril,1.0,0.0
1086,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Castilla-La Mancha,Expareja,2012,Octubre,1.0,0.0
1087,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Cataluña,Expareja,2013,Diciembre,1.0,1.0
1088,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Comunitat Valenciana,Expareja,2023,Noviembre,1.0,2.0
1089,Otro país,No hubo tentativa,No,31-40 años,31-40 años,Comunidad de Madrid,Expareja,2008,Junio,1.0,0.0
1090,Otro país,No hubo tentativa,No,31-40 años,41-50 años,Andalucía,Expareja,2014,Agosto,1.0,0.0
1091,Otro país,No hubo tentativa,No,31-40 años,41-50 años,Andalucía,Expareja,2021,Junio,1.0,0.0
1092,Otro país,No hubo tentativa,No,31-40 años,41-50 años,Comunitat Valenciana,Expareja,2007,Junio,1.0,0.0
1093,Otro país,No hubo tentativa,No,41-50 años,21-30 años,Andalucía,Pareja en fase de separación,2016,Octubre,1.0,2.0
1094,Otro país,No hubo tentativa,No,41-50 años,21-30 años,Illes Balears,Pareja en fase de separación,2006,Octubre,1.0,0.0
1095,Otro país,No hubo tentativa,No,41-50 años,21-30 años,Canarias,Expareja,2008,Agosto,1.0,0.0
1096,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Andalucía,Expareja,2022,Diciembre,1.0,3.0
1097,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Aragón,Pareja en fase de separación,2021,Junio,1.0,3.0
1098,Otro país,No hubo tentativa,No,41-50 años,31-40 años,Región de Murcia,Expareja,2023,Septiembre,1.0,1.0
1099,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Andalucía,Expareja,2023,Enero,1.0,0.0
1100,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Aragón,Expareja,2018,Noviembre,1.0,2.0
1101,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Canarias,Expareja,2023,Enero,1.0,4.0
1102,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Comunitat Valenciana,Expareja,2019,Octubre,1.0,1.0
1103,Otro país,No hubo tentativa,No,41-50 años,41-50 años,Comunidad de Madrid,Expareja,2015,Diciembre,1.0,1.0
1104,Otro país,No hubo tentativa,No,41-50 años,51-60 años,País Vasco,Expareja,2011,Julio,1.0,0.0
1105,Otro país,No hubo tentativa,No,51-60 años,31-40 años,Cataluña,Expareja,2009,Mayo,1.0,0.0
1106,Otro país,No hubo tentativa,No,51-60 años,41-50 años,Canarias,Expareja,2006,Mayo,1.0,0.0
1107,Otro país,No hubo tentativa,No,21-30 años,18-20 años,Canarias,Expareja,2005,Octubre,1.0,0.0
1108,Otro país,No hubo tentativa,No,21-30 años,21-30 años,Comunitat Valenciana,Pareja,2005,Agosto,1.0,0.0
1109,Otro país,No hubo tentativa,No,21-30 años,21-30 años,País Vasco,Expareja,2004,Septiembre,1.0,0.0
1110,Otro país,No hubo tentativa,No,31-40 años,16-17 años,Castilla y León,Pareja,2005,Septiembre,1.0,0.0
1111,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Cataluña,Expareja,2005,Mayo,1.0,0.0
1112,Otro país,No hubo tentativa,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2004,Agosto,1.0,0.0
1113,Otro país,No hubo tentativa,No consta,41-50 años,21-30 años,Andalucía,Pareja en fase de separación,2023,Julio,1.0,0.0
1114,Otro país,No hubo tentativa,No consta,41-50 años,41-50 años,Cataluña,Pareja,2019,Junio,1.0,1.0
1115,Otro país,No hubo tentativa,No consta,41-50 años,41-50 años,País Vasco,Pareja,2022,Diciembre,1.0,0.0
1116,Otro país,No hubo tentativa,No consta,51-60 años,31-40 años,Andalucía,Pareja,2021,Diciembre,1.0,0.0
1117,Otro país,No hubo tentativa,No consta,71-84 años,71-84 años,Comunitat Valenciana,Pareja,2023,Septiembre,1.0,0.0
1118,Otro país,No hubo tentativa,No consta,31-40 años,21-30 años,País Vasco,Pareja,2018,Septiembre,1.0,2.0
1119,Otro país,No hubo tentativa,No consta,31-40 años,31-40 años,Cataluña,Expareja,2023,Diciembre,1.0,0.0
1120,Otro país,Suicidio consumado,Sí,21-30 años,21-30 años,Andalucía,Pareja,2009,Diciembre,1.0,0.0
1121,Otro país,Suicidio consumado,Sí,21-30 años,21-30 años,Comunidad Foral de Navarra,Pareja,2007,Abril,1.0,0.0
1122,Otro país,Suicidio consumado,Sí,21-30 años,31-40 años,Illes Balears,Pareja en fase de separación,2016,Septiembre,1.0,1.0
1123,Otro país,Suicidio consumado,Sí,21-30 años,41-50 años,Andalucía,Pareja,2020,Septiembre,1.0,0.0
1124,Otro país,Suicidio consumado,Sí,31-40 años,21-30 años,Cataluña,Pareja,2017,Octubre,1.0,0.0
1125,Otro país,Suicidio consumado,Sí,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2012,Noviembre,1.0,0.0
1126,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Andalucía,Pareja en fase de separación,2017,Octubre,1.0,2.0
1127,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Canarias,Pareja,2009,Septiembre,1.0,0.0
1128,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2015,Diciembre,1.0,0.0
1129,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2011,Diciembre,1.0,0.0
1130,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja,2017,Marzo,1.0,0.0
1131,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2006,Enero,1.0,0.0
1132,Otro país,Suicidio consumado,Sí,31-40 años,41-50 años,Comunitat Valenciana,Pareja,2008,Agosto,1.0,0.0
1133,Otro país,Suicidio consumado,Sí,41-50 años,21-30 años,Comunitat Valenciana,Pareja,2019,Junio,1.0,0.0
1134,Otro país,Suicidio consumado,Sí,41-50 años,31-40 años,Andalucía,Pareja,2023,Septiembre,1.0,0.0
1135,Otro país,Suicidio consumado,Sí,41-50 años,31-40 años,Comunidad de Madrid,Pareja,2019,Marzo,1.0,2.0
1136,Otro país,Suicidio consumado,Sí,41-50 años,41-50 años,Canarias,Pareja,2008,Febrero,1.0,0.0
1137,Otro país,Suicidio consumado,Sí,41-50 años,41-50 años,Canarias,Pareja,2023,Abril,1.0,2.0
1138,Otro país,Suicidio consumado,Sí,51-60 años,21-30 años,Andalucía,Pareja,2019,Junio,1.0,1.0
1139,Otro país,Suicidio consumado,Sí,51-60 años,21-30 años,Principado de Asturias,Pareja,2018,Septiembre,1.0,2.0
1140,Otro país,Suicidio consumado,Sí,51-60 años,31-40 años,Comunitat Valenciana,Pareja,2021,Septiembre,1.0,3.0
1141,Otro país,Suicidio consumado,Sí,51-60 años,51-60 años,Andalucía,Pareja,2024,Enero,1.0,0.0
1142,Otro país,Suicidio consumado,Sí,51-60 años,51-60 años,Cataluña,Pareja,2011,Diciembre,1.0,0.0
1143,Otro país,Suicidio consumado,Sí,51-60 años,51-60 años,Comunitat Valenciana,Pareja,2023,Septiembre,1.0,0.0
1144,Otro país,Suicidio consumado,Sí,61-70 años,51-60 años,Comunitat Valenciana,Pareja,2009,Octubre,1.0,0.0
1145,Otro país,Suicidio consumado,Sí,61-70 años,61-70 años,Andalucía,Pareja en fase de separación,2023,Enero,1.0,0.0
1146,Otro país,Suicidio consumado,Sí,71-84 años,71-84 años,Comunitat Valenciana,Pareja,2016,Octubre,1.0,0.0
1147,Otro país,Suicidio consumado,Sí,31-40 años,21-30 años,Cataluña,Expareja,2021,Julio,1.0,1.0
1148,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunitat Valenciana,Pareja,2006,Marzo,1.0,0.0
1149,Otro país,Suicidio consumado,Sí,41-50 años,21-30 años,Aragón,Pareja,2010,Abril,1.0,0.0
1150,Otro país,Suicidio consumado,Sí,41-50 años,41-50 años,Cataluña,Pareja,2017,Mayo,1.0,1.0
1151,Otro país,Suicidio consumado,Sí,51-60 años,31-40 años,Galicia,Pareja,2015,Octubre,1.0,0.0
1152,Otro país,Suicidio consumado,Sí,51-60 años,51-60 años,Cataluña,Pareja,2014,Enero,1.0,0.0
1153,Otro país,Suicidio consumado,Sí,31-40 años,31-40 años,Comunidad Foral de Navarra,Pareja,2005,Junio,1.0,0.0
1154,Otro país,Suicidio consumado,Sí,31-40 años,41-50 años,Illes Balears,Pareja,2005,Agosto,1.0,0.0
1155,Otro país,Suicidio consumado,Sí,No consta,41-50 años,Andalucía,Pareja,2004,Junio,1.0,0.0
1156,Otro país,Suicidio consumado,Sí,No consta,51-60 años,Comunitat Valenciana,Pareja,2004,Noviembre,1.0,0.0
1157,Otro país,Suicidio consumado,No,18-20 años,16-17 años,Cataluña,Pareja,2019,Enero,1.0,0.0
1158,Otro país,Suicidio consumado,No,21-30 años,18-20 años,Comunidad Foral de Navarra,Pareja,2008,Enero,1.0,0.0
1159,Otro país,Suicidio consumado,No,21-30 años,21-30 años,Andalucía,Expareja,2017,Abril,1.0,0.0
1160,Otro país,Suicidio consumado,No,21-30 años,21-30 años,Comunidad de Madrid,Expareja,2015,Julio,1.0,0.0
1161,Otro país,Suicidio consumado,No,21-30 años,31-40 años,Canarias,Pareja,2013,Julio,1.0,2.0
1162,Otro país,Suicidio consumado,No,31-40 años,18-20 años,Comunidad de Madrid,Expareja,2009,Diciembre,1.0,0.0
1163,Otro país,Suicidio consumado,No,31-40 años,31-40 años,Comunitat Valenciana,Expareja,2017,Noviembre,1.0,0.0
1164,Otro país,Suicidio consumado,No,41-50 años,31-40 años,Andalucía,Expareja,2010,Septiembre,1.0,0.0
1165,Otro país,Suicidio consumado,No,51-60 años,41-50 años,Cataluña,Pareja en fase de separación,2015,Agosto,1.0,0.0
1166,Otro país,Suicidio consumado,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2020,Diciembre,1.0,2.0
1167,Otro país,Suicidio consumado,No,31-40 años,21-30 años,Comunidad de Madrid,Pareja en fase de separación,2014,Mayo,1.0,2.0
1168,Otro país,Suicidio consumado,No,41-50 años,31-40 años,Comunidad de Madrid,Pareja en fase de separación,2022,Marzo,1.0,4.0
1169,Otro país,Suicidio consumado,No,51-60 años,41-50 años,La Rioja,Expareja,2008,Julio,1.0,0.0
1170,Otro país,Suicidio consumado,No,21-30 años,31-40 años,Andalucía,Pareja,2004,Octubre,1.0,0.0
1171,Otro país,Suicidio consumado,No,51-60 años,41-50 años,Canarias,Expareja,2003,Noviembre,1.0,0.0
1172,Otro país,Suicidio consumado,No consta,21-30 años,21-30 años,Illes Balears,Pareja,2021,Junio,1.0,0.0
1173,Otro país,Suicidio consumado,No consta,51-60 años,51-60 años,Cataluña,Pareja,2022,Abril,1.0,0.0
1174,Otro país,Tentativa no consumada,Sí,21-30 años,18-20 años,Cataluña,Pareja,2009,Mayo,1.0,0.0
1175,Otro país,Tentativa no consumada,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2007,Noviembre,1.0,0.0
1176,Otro país,Tentativa no consumada,Sí,21-30 años,21-30 años,Comunidad de Madrid,Pareja,2008,Febrero,1.0,0.0
1177,Otro país,Tentativa no consumada,Sí,21-30 años,31-40 años,País Vasco,Pareja,2008,Diciembre,1.0,0.0
1178,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,Comunitat Valenciana,Pareja,2008,Noviembre,1.0,0.0
1179,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2010,Febrero,1.0,0.0
1180,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,Comunidad de Madrid,Pareja,2022,Noviembre,1.0,0.0
1181,Otro país,Tentativa no consumada,Sí,31-40 años,21-30 años,Comunidad de Madrid,Pareja en fase de separación,2010,Abril,1.0,0.0
